id,country_id,title_ru,title_kk,title_en,value,created_at,updated_at,deleted_at
67,1,Рудный,Рудный,Rudnyi,rudnyi,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
68,1,Сарань,Саран,Saran,saran,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
69,1,Сарыагаш,Сарыагаш,Saryagash,saryagash,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
70,1,Сатпаев,Сатпаев,Satpayev,satpayev,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
71,1,Семей,Семей,Semey,semey,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
72,1,Сергеевка,Сергеевка,Sergeevka,sergeevka,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
73,1,Степногорск,Степногорск,Stepnogorsk,stepnogorsk,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
74,1,Тайынша,Тайынша,Taiynsha,taiynsha,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
75,1,Талгар,Талгар,Talgar,talgar,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
76,1,Талдыкорган,Талдықорған,Taldykorgan,taldykorgan,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
77,1,Тараз,Тараз,Taraz,taraz,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
78,1,Текели,Текели,Tekeli,tekeli,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
79,1,Темиртау,Теміртау,Temirtau,temirtau,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
80,1,Тобыл,Тобыл,Tobol,tobol,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
81,1,Туркестан,Туркестан,Turkestan,turkestan,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
82,1,Узын-агаш,Узын-агаш,Usyn-agash,usynagash,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
83,1,Уральск,Орал,Uralsk,uralsk,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
84,1,Урджар,Урджар,Urjar,urjar,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
85,1,Усть-Каменогорск,Өскемен,Ust-Kamenogorsk,ustkamenogorsk,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
86,1,Уштобе,Үштөбе,Ushtobe,ushtobe,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
87,1,Хромтау,Хромтау,Khromtau,Khromtau,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229
88,1,Шаульдер,Шаульдер,Shaulder,shaulder,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
89,1,Шахтинск,Шахтинск,Shakhtinsk,shakhtinsk,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
90,1,Шемонаиха,Шемонаиха,Shemonaiha,shemonaiha,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
91,1,Шиели,Шиелі,Shieli,shieli,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
92,1,Шортанды,Шортанды,Shortandy,shortandy,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
93,1,Шортанды,Шортанды,Shortandy,shortandy,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
94,1,Щербакты,Щербакты,Sherbakty,sherbakty,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
95,1,Щучинск,Щучинск,Shchuchinsk,shchuchinsk,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
96,1,Экибастуз,Екібастұз,Ekibastuz,ekibastuz,2025-10-03 05:27:22.327229,2025-10-03 05:27:22.327229,
